node_id,lat,lon,price_dp
12TH_S_LNODENMZ,37.63715677998629,-120.99316020050249,65.5224
12TH_S_LNODEXWQ,37.63715677998629,-120.99327439949751,65.5224
8TH_ST_LNODEBXG,37.64197726998626,-121.00603849646912,65.5092
8TH_ST_LNODELZF,37.64197726998626,-121.00615270353089,65.5092
AEC300_1_N001,37.74,-121.48,65.08673
AGNEW_1_N003,37.51,-121.84,82.82046
AIRPROD_1_N001,36.65,-119.54,71.34701
AIR_SUB_LNODENAA,33.96205409081493,-118.376,63.58828
AIR_SUB_LNODENAB,33.961972954579615,-118.37594352117388,63.58828
AIR_SUB_LNODEONC,33.961972954579615,-118.37605647882611,63.58828
ALAMITOS_2_N001,33.771584,-118.100596,65.09993
ALAMITOS_2_N040,33.77,-118.1,65.09993
ALAMT1G_7_N002,33.77149401717401,-118.1004877514908,65.09993
ALAMT2G_7_N002,33.771415173499584,-118.10067098425147,65.09993
ALAMT3G_7_N002,33.77144633917227,-118.10077253262283,65.09333
ALAMT4G_7_N002,33.771511965310076,-118.10084659342048,65.09333
ALAMT5G_7_N002,33.771597006833865,-118.1008819712055,65.09993
ALAMT6G_7_N002,33.77176916262267,-118.10083231072662,65.09993
ALHAMBRA_1_N001,37.99408499998608,-122.13031167024367,67.16607
ALHAMBRA_1_N002,37.99408499998608,-122.13042632975633,67.16607
ALLEGHNY_6_N001,39.464893,-120.844946,62.55851
ALMADEN_6_N001,37.26027,-121.890082,79.31038
ALMOND_LNODEAUX,37.574202045609525,-120.98511610244,64.88209
ALPAUGH_7_N002,35.963463732836644,-119.456796,62.28126
ALPINE_6_N001,32.82778299998866,-116.78987271391081,-22.23706
ALPINE_6_N005,32.82778299998866,-116.78997928608918,-22.23706
ALTO_6_N001,37.89825299998615,-122.52430271885964,69.31802
ALTO_6_N101,37.89825299998615,-122.52441728114036,69.31802
ALTTA_BP_LNODEPRT,41.51205899998436,-120.5236838478691,62.05023
ALTTA_BP_LNODETON,41.51205899998436,-120.5238041521309,62.05023
AMERIGAS_1_N001,38.43,-121.79,64.9283
AMESBS_1_N004,37.41751022008469,-122.066192,68.70412
AMESBS_1_N101,37.41742888994297,-122.06613287861066,68.70412
AMESDST_1_N001,37.41742888994297,-122.06625112138934,68.71072
AMFORST_6_N001,38.369191999986,-120.79657754861613,66.37394
ANDERSON_6_N001,40.449838,-122.305068,63.80612
ANGIOLA_6_N001,35.992007,-119.57137,72.34521
ANITA_6_N001,39.811047,-121.919761,65.03392
ANNAPOLS_6_N001,38.680315,-123.311782,73.65205
ANTELOPE_6_N001,35.658117,-119.996015,63.33084
ANTLER_6_N001,40.893581,-122.379244,62.86876
APPLEHL_1_N001,38.73992576174639,-120.67700091995808,66.07689
APPLEHL_1_N002,38.73974623814083,-120.67700092024737,66.07689
APPMAT_1_N001,37.359999999986435,-121.97994317305394,69.24541
APPMAT_1_N010,37.359999999986435,-121.98005682694607,69.24541
ARBUCKLE_6_N001,39.017625,-122.061575,63.13314
ARCATA_6_N001,40.867132,-124.088286,67.78781
ARVINED_1_N001,35.15044599998752,-118.87870286987292,63.36384
ARVIN_6_N001,35.15044599998752,-118.87881313012709,637.3388
ASHLAN_2_N001,36.79263892472445,-119.82749,66.89542
ASHLAN_2_N007,36.7925580376235,-119.82743168375806,66.89542
ASHLAN_2_N008,36.7925580376235,-119.82754831624194,66.89542
ASH_6_N001,33.1365697302963,-117.070292,66.00428
ASH_6_N005,33.13648913483958,-117.0702364310647,66.00428
ASH_6_N101,33.13648913483958,-117.07034756893529,66.00428
ASPEN_LNODESPEN,37.69337956,-122.069288,61.53534
ATASCDRO_6_N001,35.465309,-120.671582,64.67746
ATWATER_1_B2,37.35999599998639,-120.6146481730584,68.49949
ATWATER_1_N001,37.35999599998639,-120.6147618269416,68.49949
ATW_SUB_LNODEONB,34.1096541600031,-118.254,63.59488
ATW_SUB_LNODEONC,34.10957291998536,-118.25394335044959,63.58828
ATW_SUB_LNODEOND,34.10957291998536,-118.2540566495504,63.58828
AUBERRY_6_N001,37.06806099998665,-119.495719527536,75.12927
AUBERRY_6_N003,37.06806099998665,-119.495832472464,75.12927
AUBURN_6_N001,38.903397,-121.069921,65.64122
AUGUST_LNODEDR1,37.4182520696912,-120.831252690486,65.27156
AUGUST_LNODEDR3,37.4182452743243,-120.831131410372,65.27156
AUGUST_LNODEDR4,37.4182458785436,-120.830989786937,65.25175
AUGUST_LNODEDR5,37.4182557186304,-120.831363604619,65.27156
AVENA_1_N001,37.842208,-121.054122,65.529
AVOCADO_6_N001,33.38466699998843,-117.23692330729693,67.58194
AVOCADO_6_N002,33.38466699998843,-117.23703069270306,67.58194
BAFOOD1_6_N001,36.33,-121.16,63.6939
BAHIA_2_N001,38.08095331088854,-122.13739126700075,66.55217
BAHIA_2_N011,38.08077268899996,-122.13739126728416,66.55217
BAILYJ1_1_N010,34.77604,-118.77504,66.63138
BAIR_1_N001,37.496937,-122.214157,69.43024
BAKER_1_N001,35.284771,-116.064256,62.92157
BALFOUR_6_N001,37.92596,-121.678546,66.24852
BANGOR_6_N001,39.388064,-121.402937,63.08
BANGS_LNODEKGC,37.70469,-121.0418,65.562
BANNING_1_N001,33.922289,-116.87283,64.64445
BANTA_6_N001,37.7528989999862,-121.35057581075783,66.33433
BARRETT_6_N001,32.667194,-116.700208,-21.61656
BARRE_6_N001,33.80900298319592,-117.98332966316445,65.48939
BARRE_6_N002,33.80900298319592,-117.98354633683554,65.48939
BARRE_6_N003,33.80918301670945,-117.9835463370635,65.50259
BARRY_6_N001,39.069323,-121.690208,64.52563
BARTON_1_N001,36.76408490976673,-119.735935,70.07247
BARTON_1_N007,36.76400404510246,-119.73587672164825,70.07247
BARTON_1_N008,36.76400404510246,-119.73599327835174,70.07247
BASALT_6_N002,38.26328599998595,-122.26916657483297,66.18911
BASALT_6_N101,38.26328599998595,-122.26928142516702,66.18911
BATAVIA_6_N001,38.385820999985995,-121.77570654480984,65.42998
BATIQTOS_1_N001,33.1011727252775,-117.250399,66.36074
BATIQTOS_1_N008,33.101092137348985,-117.25034345864424,66.36074
BATIQTOS_1_N015,33.101092137348985,-117.25045454135577,66.36074
BAYMDWS_1_N001,37.55162541726735,-122.29307795256243,69.06058
BAYMDWS_1_N004,37.551444582623034,-122.29307795283914,69.06058
BAYMDWS_1_N008,37.551444582623034,-122.29330604716085,69.06058
BAYMDWS_1_N012,37.55162541726735,-122.29330604743757,69.06058
BAYSHOR1_1_N001,37.74603599998622,-122.40302381566526,70.11015
BAYSHOR2_1_N001,37.74603599998622,-122.40313818433472,70.11015
BAYWOOD_6_N001,35.360177,-120.811564,64.84909
BCN_PP_LNODESS1,35.25680070871138,-118.02736892630813,62.73014
BCN_PP_LNODESS2,35.256766720360744,-118.02726679027704,62.73014
BEARTAP_1_N001,35.38,-119.0,63.56848
BELLEF_7_CN10,39.776083,-122.10383,63.64769
BELLEF_7_CN11,39.77608299994151,-122.10371323062876,63.64769
BELLPGE_1_N001,38.947418999985814,-121.0911283822858,65.44318
BELLPGE_1_N005,38.947418999985814,-121.0912436177142,65.44318
BELLVUE_1_N001,38.379084046922976,-122.712022,68.43521
BELLVUE_1_N003,38.37900297652332,-122.711962292445,68.43521
BELLVUE_1_N005,38.37900297652332,-122.712081707555,68.43521
BELMONT_1_N001,37.52332024549896,-122.264967,69.50285
BELMONT_1_N006,37.52323887723573,-122.26490776711239,69.50285
BELMONT_1_N008,37.52323887723573,-122.26502623288762,69.50285
BELRIDGE_1_N001,35.455722,-119.631903,61.99742
BERESFRD_6_N001,37.565013999986284,-122.31923796388803,68.75033
BERESFRD_6_N002,37.565013999986284,-122.31935203611197,68.75033
BERNARDO_6_N001,33.021575,-117.096228,65.91186
BERNARDO_6_N002,33.021574999954524,-117.09612121988424,65.91186
BERNARDO_6_N009,33.02148546856512,-117.096228,65.91186
BERNARDO_6_N013,33.021574999954524,-117.09633478011577,65.91186
BERNARDO_6_N014,33.0216645314348,-117.096228,65.91186
BERNARDO_LNODEARDO,33.02157451,-117.0962277,61.52874
BERVLLY_6_N001,37.586478,-120.125088,78.29
BIGBASN_6_N001,37.129545,-122.172132,69.30482
BIGCRK1_7_N001,37.20203293082091,-119.24090286336467,55.71978
BIGMDWS_6_N001,40.171215,-121.085128,58.56485
BIGRIVR_6_N001,39.311461,-123.786522,74.21324
BIOLA_6_N001,36.792525,-120.114116,96.11
BIXLER_6_N001,37.9370142319286,-121.528389,66.39374
BKRSFLD_2_N001,35.388298999987455,-119.0044078374034,62.94137
BKRSFLD_2_N101,35.388298999987455,-119.0045181625966,62.94137
