node_id,lat,lon,price_dp
12TH_S_LNODENMZ,37.63715677998629,-120.99316020050249,56.24145
12TH_S_LNODEXWQ,37.63715677998629,-120.99327439949751,56.24145
8TH_ST_LNODEBXG,37.64197726998626,-121.00603849646912,56.23027
8TH_ST_LNODELZF,37.64197726998626,-121.00615270353089,56.23027
AEC300_1_N001,37.74,-121.48,54.94094
AGNEW_1_N003,37.51,-121.84,58.60604
AIRPROD_1_N001,36.65,-119.54,60.01006
AIR_SUB_LNODENAA,33.96205409081493,-118.376,53.64767
AIR_SUB_LNODENAB,33.961972954579615,-118.37594352117388,53.64767
AIR_SUB_LNODEONC,33.961972954579615,-118.37605647882611,53.64767
ALAMITOS_2_N001,33.771584,-118.100596,54.61475
ALAMITOS_2_N040,33.77,-118.1,54.61475
ALAMT1G_7_N002,33.77149401717401,-118.1004877514908,54.61475
ALAMT2G_7_N002,33.771415173499584,-118.10067098425147,54.61475
ALAMT3G_7_N002,33.77144633917227,-118.10077253262283,54.61475
ALAMT4G_7_N002,33.771511965310076,-118.10084659342048,54.61475
ALAMT5G_7_N002,33.771597006833865,-118.1008819712055,54.61475
ALAMT6G_7_N002,33.77176916262267,-118.10083231072662,54.61475
ALHAMBRA_1_N001,37.99408499998608,-122.13031167024367,56.75573
ALHAMBRA_1_N002,37.99408499998608,-122.13042632975633,56.75573
ALLEGHNY_6_N001,39.464893,-120.844946,53.18928
ALMADEN_6_N001,37.26027,-121.890082,59.44455
ALMOND_LNODEAUX,37.574202045609525,-120.98511610244,55.81661
ALPAUGH_7_N002,35.963463732836644,-119.456796,54.05015
ALPINE_6_N001,32.82778299998866,-116.78987271391081,33.95646
ALPINE_6_N005,32.82778299998866,-116.78997928608918,33.95646
ALTO_6_N001,37.89825299998615,-122.52430271885964,58.20356
ALTO_6_N101,37.89825299998615,-122.52441728114036,58.20356
ALTTA_BP_LNODEPRT,41.51205899998436,-120.5236838478691,53.27873
ALTTA_BP_LNODETON,41.51205899998436,-120.5238041521309,53.27873
