oasis_node,caiso_matches
POD_BLACK_7_UNIT 1-APND,[]
POD_BLACK_7_UNIT 2-APND,[]
POD_BLAST_1_WIND-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_BLKCRK_2_SOLAR1-APND,[]
POD_BLM_2_UNITS-APND,[]
POD_BORDER_6_UNITA1-APND,"['BORDER_6_N001', 'BORDER_6_N008']"
POD_BRDGVL_7_BAKER-APND,[]
POD_BUCKBL_2_PL1X3-APND,[]
POD_BUCKCK_7_PL1X2-APND,[]
POD_BUCKWD_1_QF-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_BUTTVL_7_UNIT 1-APND,[]
POD_CABZON_1_WINDA1-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_CALFTN_2_SOLAR-APND,[]
POD_CALFTS_2_CFSSR1-APND,[]
POD_CALGEN_1_UNITS-APND,"['INYOKERN_1_N001', 'INYOKERN_1_N008']"
POD_CAMLOT_2_SOLAR1-APND,[]
POD_CAMLOT_2_SOLAR2-APND,[]
POD_CAMPFW_7_FARWST-APND,[]
POD_CARBOU_7_PL4X5-APND,[]
POD_CARLS1_2_CARCT1-APND,[]
POD_CARLS2_1_CARCT1-APND,"['ENCINA_1_N001', 'ENCINA_1_N049']"
POD_CATLNA_2_SOLAR2-APND,[]
POD_CEDUCR_2_SOLAR1-APND,[]
POD_CEDUCR_2_SOLAR2-APND,[]
POD_CEDUCR_2_SOLAR3-APND,[]
POD_CEDUCR_2_SOLAR4-APND,[]
POD_CENTRY_6_PL1X4-APND,[]
POD_CHALK_1_UNIT-APND,"['TAFT1_1_N001', 'TAFT1_1_N004']"
POD_CHICPK_7_UNIT 1-APND,[]
POD_CHWCHL_1_UNIT-APND,['CHWCHLA2_7_N001']
POD_CH_2_CHST1MSG-APND,[]
POD_CH_5_CHST3MSG-APND,[]
POD_CNTNLA_2_SOLAR1-APND,[]
POD_CNTNLA_2_SOLAR2-APND,[]
POD_COLEMN_2_UNIT-APND,[]
POD_COLGAT_7_UNIT 1-APND,[]
POD_COLGAT_7_UNIT 2-APND,[]
POD_COLTON_6_AGUAM1-APND,[]
POD_COLUSA_2_PL1X3-APND,[]
POD_COLVIL_7_PL1X2-APND,[]
POD_CONTRL_1_POOLE-APND,['CONTROL_1_N034']
POD_CONTRL_1_QF-APND,['CONTROL_1_N034']
POD_COVERD_2_HCKHY1-APND,[]
POD_COVERD_2_MCKHY1-APND,[]
POD_CO_5_UNIT1-APND,[]
POD_CO_5_UNIT2-APND,[]
POD_CPVERD_2_SOLAR-APND,[]
POD_CRESTA_7_PL1X2-APND,[]
POD_CROKET_7_UNIT-APND,[]
POD_CRSTWD_6_KUMYAY-APND,['CRESTWD_6_N001']
POD_CUMBIA_1_SOLAR-APND,[]
POD_CUYAMS_6_CUYSR1-APND,[]
POD_DEADCK_1_UNIT-APND,[]
POD_DEERCR_6_UNIT 1-APND,[]
POD_DELTA_2_PL1X4-APND,"['PTS7SWNG_7_B2', 'PTSB5_7_B2', 'PTSB6_7_B2']"
POD_DIABLO_7_UNIT 1-APND,[]
POD_DIABLO_7_UNIT 2-APND,[]
POD_DISCOV_1_CHEVRN-APND,"['KERNOIL_1_N001', 'KERNOIL_1_N012']"
POD_DOUBLC_1_UNITS-APND,"['KERNPWR_1_N002', 'KERNPWR_1_N201']"
POD_DRACKR_2_SOLAR1-APND,[]
POD_DRACKR_2_SOLAR2-APND,[]
POD_DREWS_6_PL1X4-APND,[]
POD_DRUM_7_PL1X2-APND,"['DRUM38780_7_B1', 'DRUM38780_7_B3']"
POD_DRUM_7_PL3X4-APND,"['DRUM38780_7_B4', 'DRUM38780_7_B7']"
POD_DRUM_7_UNIT 5-APND,[]
POD_DSABLA_7_UNIT-APND,[]
POD_DSFLWR_2_WS2SR1-APND,[]
POD_DSRTSL_2_SOLAR1-APND,[]
POD_DSRTSN_2_SOLAR1-APND,[]
POD_DSRTSN_2_SOLAR2-APND,[]
POD_DTCHWD_2_BT3WND-APND,[]
POD_DUANE_1_PL1X3-APND,[]
POD_DUTCH1_7_UNIT 1-APND,[]
POD_DUTCH2_7_UNIT 1-APND,[]
POD_DVLCYN_1_UNITS-APND,[]
POD_EASTWD_7_UNIT-APND,[]
POD_ELCAJN_6_UNITA1-APND,[]
POD_ELECTR_7_PL1X3-APND,[]
POD_ELKCRK_6_STONYG-APND,[]
POD_ELKHIL_2_PL1X3-APND,['SUNST_2_N006']
POD_ELSEGN_2_UN1011-APND,[]
POD_ELSEGN_2_UN2021-APND,[]
POD_ENERSJ_2_WIND-APND,[]
POD_ENWIND_2_WIND1-APND,[]
POD_ENWIND_2_WIND2-APND,[]
POD_ESCNDO_6_PL1X2-APND,"['ESCNDIDO_6_N001', 'ESCNDIDO_6_N046', 'ESCNDIDO_6_N053']"
POD_ESCNDO_6_UNITB1-APND,"['ESCNDIDO_6_N001', 'ESCNDIDO_6_N046', 'ESCNDIDO_6_N053']"
POD_EXCHEC_7_UNIT 1-APND,[]
POD_EXCLSG_1_SOLAR-APND,[]
POD_FLOWD_2_RT2WD2-APND,[]
POD_FLOWD_2_WIND1-APND,[]
POD_FMEADO_7_UNIT-APND,[]
POD_FRNTBW_6_SOLAR1-APND,[]
POD_FT CHUR_7_UNIT 1-APND,[]
POD_FT CHUR_7_UNIT 2-APND,[]
POD_GALE_1_SR3SR3-APND,['KRAMER_1_N001']
POD_GARLND_2_GASLR-APND,[]
POD_GARLND_2_GASLRA-APND,[]
POD_GARNET_1_SOLAR-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_1_WIND-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_1_WINDS-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_1_WT3WND-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_2_WIND1-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_2_WIND2-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_2_WIND3-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_2_WIND4-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GARNET_2_WIND5-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_GASKW1_2_GW1SR1-APND,[]
POD_GATWAY_2_PL1X3-APND,"['CCOS6_7_B1', 'CCOS7_7_B1', 'CCOSTA_2_N001', 'T320BS1_7_B1', 'T320BS2_7_B1', 'T320BS3_7_B1', 'T320BS4_7_B1']"
POD_GENESI_2_STG-APND,[]
POD_GEYS11_7_UNIT11-APND,[]
POD_GEYS12_7_UNIT12-APND,"['FULTON_2_N010', 'FULTON_2_N049']"
POD_GEYS13_7_UNIT13-APND,[]
POD_GEYS14_7_UNIT14-APND,"['FULTON_2_N010', 'FULTON_2_N049']"
POD_GEYS16_7_UNIT16-APND,"['FULTON_2_N010', 'FULTON_2_N049']"
POD_GEYS17_7_UNIT17-APND,"['FULTON_2_N010', 'FULTON_2_N049']"
POD_GEYS18_7_UNIT18-APND,[]
POD_GEYS20_7_UNIT20-APND,[]
POD_GIFENS_6_BUGSL1-APND,[]
POD_GILROY_1_UNIT-APND,['GILROYF_1_N001']
POD_GILRPP_1_PL1X2-APND,['GILROYF_1_N001']
POD_GILRPP_1_PL3X4-APND,['GILROYF_1_N001']
POD_GLDFGR_6_SOLAR1-APND,[]
POD_GLDFGR_6_SOLAR2-APND,[]
POD_GLDTWN_6_COLUM3-APND,[]
POD_GLDTWN_6_SOLAR-APND,[]
POD_GLNARM_2_UNIT 5-APND,"['GLNARMC1_7_B1', 'GLNARMC2_7_B1', 'GLNARMC3_7_B1', 'GLNARMC4_7_B1']"
POD_GRIZLY_1_UNIT 1-APND,[]
POD_GRNLF2_1_UNIT-APND,['GRNLEAF2_7_N001']
POD_GYS5X6_7_UNITS-APND,[]
POD_GYS7X8_7_UNITS-APND,[]
POD_GYSRVL_7_WSPRNG-APND,"['GYSRVLLE_6_N001', 'GYSRVLLE_6_N003', 'GYSRVLLE_6_N005']"
POD_HAASPH_7_PL1X2-APND,"['HAAS_7_B1', 'HAAS_7_B11']"
POD_HATCR1_7_UNIT-APND,[]
POD_HATCR2_7_UNIT-APND,['HATCRK2_7_B1']
POD_HATRDG_2_WIND-APND,[]
POD_HELMPG_7_UNIT 1-APND,"['HELMS1_7_B1', 'HELMS2_7_B1', 'HELMS3_7_B1']"
POD_HELMPG_7_UNIT 2-APND,"['HELMS1_7_B1', 'HELMS2_7_B1', 'HELMS3_7_B1']"
POD_HELMPG_7_UNIT 3-APND,"['HELMS1_7_B1', 'HELMS2_7_B1', 'HELMS3_7_B1']"
POD_HENRTS_1_SOLAR-APND,[]
POD_HIDSRT_2_UNITS-APND,[]
POD_HNTGBH_2_PL1X3-APND,[]
POD_HNTGBH_7_UNIT 2-APND,[]
POD_HUMBPP_1_UNITS3-APND,[]
POD_HYTTHM_2_UNITS-APND,[]
POD_INDIGO_1_UNIT 1-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_INDIGO_1_UNIT 2-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_INDIGO_1_UNIT 3-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_INTKEP_2_UNITS-APND,[]
POD_IVANPA_1_UNIT1-APND,[]
POD_IVANPA_1_UNIT2-APND,[]
POD_IVANPA_1_UNIT3-APND,[]
POD_IVSLR2_2_SM2SR1-APND,[]
POD_IVSLRP_2_SOLAR1-APND,[]
POD_IVWEST_2_SOLAR1-APND,[]
POD_JACMSR_1_JACSR1-APND,[]
POD_JAYNE_6_WLSLR-APND,[]
POD_KELYRG_6_UNIT-APND,[]
POD_KERNFT_1_UNITS-APND,"['KERNPWR_1_N002', 'KERNPWR_1_N201']"
POD_KERRGN_1_UNIT 1-APND,[]
POD_KNGBRD_2_SOLAR1-APND,[]
POD_KNGBRD_2_SOLAR2-APND,[]
POD_LAMONT_1_SOLAR1-APND,[]
POD_LAMONT_1_SOLAR2-APND,"['LAMONT_1_N001', 'LAMONT_1_N002']"
POD_LAMONT_1_SOLAR3-APND,"['LAMONT_1_N001', 'LAMONT_1_N002']"
POD_LAMONT_1_SOLAR4-APND,"['LAMONT_1_N001', 'LAMONT_1_N002']"
POD_LAMONT_1_SOLAR5-APND,"['LAMONT_1_N001', 'LAMONT_1_N002']"
POD_LAPLMA_2_UNIT 1-APND,['SUNST_2_N006']
POD_LAPLMA_2_UNIT 2-APND,['SUNST_2_N006']
POD_LAPLMA_2_UNIT 3-APND,['SUNST_2_N006']
POD_LAPLMA_2_UNIT 4-APND,['SUNST_2_N006']
POD_LARKSP_6_UNIT 1-APND,"['BORDER_6_N001', 'BORDER_6_N008']"
POD_LARKSP_6_UNIT 2-APND,"['BORDER_6_N001', 'BORDER_6_N008']"
POD_LAROA2_2_UNITA1-APND,[]
POD_LASSEN_6_UNITS-APND,[]
POD_LEBECS_2_UNITS-APND,[]
POD_LECEF_1_UNITS-APND,[]
POD_LMBEPK_2_UNITA1-APND,[]
POD_LMBEPK_2_UNITA2-APND,[]
POD_LMBEPK_2_UNITA3-APND,[]
POD_LMEC_1_PL1X3-APND,['PITSBURG_1_N001']
POD_LUNA_3_LEF-APND,[]
POD_MALCHQ_7_UNIT 1-APND,[]
POD_MDFKRL_2_PROJCT-APND,[]
POD_MIDWD_2_WIND2-APND,[]
POD_MIDWD_7_CORAMB-APND,[]
POD_MNDOTA_1_SOLAR1-APND,[]
POD_MOJAVE_1_SIPHON-APND,[]
POD_MOJAVW_2_SOLAR-APND,[]
POD_MORWD_6_QF-APND,[]
POD_MOSSLD_2_PSP1-APND,[]
POD_MOSSLD_2_PSP2-APND,[]
POD_MRGT_6_MMAREF-APND,[]
POD_MSOLAR_2_SOLAR2-APND,[]
POD_MSOLAR_2_SOLAR3-APND,[]
POD_MSTANG_2_SOLAR3-APND,[]
POD_MTNPOS_1_UNIT-APND,['ULTRAOGL_7_N001']
POD_MTWIND_1_UNIT 3-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_NAROW1_2_UNIT-APND,[]
POD_NAROW2_2_UNIT-APND,[]
POD_NAVYII_2_UNITS-APND,[]
POD_NCPA_7_GP1UN1-APND,[]
POD_NCPA_7_GP1UN2-APND,[]
POD_NCPA_7_GP2UN3-APND,"['FULTON_2_N010', 'FULTON_2_N049']"
POD_NCPA_7_GP2UN4-APND,"['FULTON_2_N010', 'FULTON_2_N049']"
POD_NIMTG_6_NICOGN-APND,"['CORONADO_6_N001', 'CORONADO_6_N002']"
POD_NWCSTL_7_UNIT 1-APND,[]
POD_NZWIND_2_WDSTR5-APND,[]
POD_NZWIND_6_CALWND-APND,[]
POD_NZWIND_6_WDSTR-APND,[]
POD_NZWIND_6_WDSTR2-APND,[]
POD_NZWIND_6_WDSTR3-APND,[]
POD_NZWIND_6_WDSTR4-APND,[]
POD_OAK C_7_UNIT 1-APND,"['OAKC12_7_N002', 'OAKLND12_7_N001', 'OAKLND12_7_N101']"
POD_OAK C_7_UNIT 3-APND,['OAKLND3_7_N001']
POD_OAKWD_6_QF-APND,[]
POD_OAKWD_6_ZEPHWD-APND,[]
POD_OMAR_2_UNIT 1-APND,[]
POD_OMAR_2_UNIT 2-APND,[]
POD_OMAR_2_UNIT 3-APND,[]
POD_OMAR_2_UNIT 4-APND,[]
POD_ORMOND_7_UNIT 1-APND,[]
POD_ORMOND_7_UNIT 2-APND,[]
POD_OTAY_6_PL1X2-APND,"['OTAY_6_N001', 'OTAY_6_N014']"
POD_OTMESA_2_PL1X3-APND,[]
POD_PACLUM_6_UNIT-APND,[]
POD_PAIGES_6_SOLAR-APND,[]
POD_PALOMR_2_PL1X3-APND,[]
POD_PARDEB_6_UNITS-APND,[]
POD_PGG_2_PKR-APND,[]
POD_PIOPIC_2_CTG1-APND,[]
POD_PIOPIC_2_CTG2-APND,[]
POD_PIOPIC_2_CTG3-APND,[]
POD_PIT1_7_UNIT 1-APND,[]
POD_PIT1_7_UNIT 2-APND,[]
POD_PIT3_7_PL1X3-APND,[]
POD_PIT4_7_PL1X2-APND,[]
POD_PIT5_7_PL1X2-APND,[]
POD_PIT5_7_PL3X4-APND,[]
POD_PIT6_7_UNIT 1-APND,[]
POD_PIT6_7_UNIT 2-APND,[]
POD_PIT7_7_UNIT 1-APND,[]
POD_PIT7_7_UNIT 2-APND,[]
POD_PMPJCK_1_RB2SLR-APND,[]
POD_PMPJCK_1_SOLAR1-APND,[]
POD_PNCHPP_1_PL1X2-APND,[]
POD_PNCHVS_2_SOLAR-APND,[]
POD_PNOCHE_1_PL1X2-APND,[]
POD_PNOCHE_1_UNITA1-APND,[]
POD_POEPH_7_UNIT 1-APND,[]
POD_POEPH_7_UNIT 2-APND,[]
POD_PRIMM_2_SOLAR1-APND,[]
POD_RATSKE_2_NROSR1-APND,[]
POD_RCKCRK_7_UNIT 1-APND,[]
POD_RCKCRK_7_UNIT 2-APND,[]
POD_RENWD_1_QF-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_ROSMND_6_SOLAR-APND,[]
POD_RSMSLR_6_SOLAR1-APND,[]
POD_RSMSLR_6_SOLAR2-APND,[]
POD_RTEDDY_2_SOLAR1-APND,[]
POD_RTEDDY_2_SOLAR2-APND,[]
POD_RTREE_2_WIND1-APND,[]
POD_RTREE_2_WIND2-APND,[]
POD_RTREE_2_WIND3-APND,[]
POD_RUSCTY_2_UNITS-APND,['CLWTER_2_N003']
POD_RVRVEW_1_UNITA1-APND,['CCSUB_1_N001']
POD_RVSIDE_6_RERCU1-APND,[]
POD_RVSIDE_6_RERCU2-APND,[]
POD_SALIRV_2_UNIT-APND,"['OILFLDS_6_N001', 'OILFLDS_6_N007', 'OILFLDS_6_N009']"
POD_SALTSP_7_UNITS-APND,[]
POD_SANDLT_2_SUNITS-APND,[]
POD_SANTFG_7_UNITS-APND,[]
POD_SANWD_1_QF-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_SEARLS_7_ARGUS-APND,"['INYOKERN_1_N001', 'INYOKERN_1_N008']"
POD_SEAWND_2_AMWWD1-APND,[]
POD_SEGS_1_SR2SL2-APND,['TORTILLA_1_N007']
POD_SGREGY_6_SANGER-APND,[]
POD_SIERRA_1_UNITS-APND,"['KERNPWR_1_N002', 'KERNPWR_1_N201']"
POD_SKERN_6_SOLAR1-APND,[]
POD_SKERN_6_SOLAR2-APND,[]
POD_SLRMS3_2_SRMSR1-APND,[]
POD_SLST13_2_SOLAR1-APND,[]
POD_SLSTR1_2_SOLAR1-APND,[]
POD_SLSTR2_2_SOLAR2-APND,[]
POD_SLVRHWK_7_UNIT 3-APND,[]
POD_SLVRHWK_7_UNIT 4-APND,[]
POD_SMPRIP_1_SMPSON-APND,[]
POD_SMUDGO_7_UNIT 1-APND,[]
POD_SNDBAR_7_UNIT 1-APND,[]
POD_SNMALF_6_UNITS-APND,"['COTATI_6_N101', 'COTATI_6_N102']"
POD_SPI LI_2_UNIT 1-APND,['SPILINCF_7_N002']
POD_SPICER_1_UNITS-APND,[]
POD_SPV_3_UNIT4-APND,[]
POD_STANIS_7_UNIT 1-APND,[]
POD_SUMWHT_6_SWSSR1-APND,[]
POD_SUNRIS_2_PL1X3-APND,['SUNST_2_N006']
POD_SUNSET_2_UNITS-APND,['SUNST_2_N006']
POD_SUNSLR_1_SSVSR1-APND,[]
POD_SYCAMR_2_UNIT 1-APND,[]
POD_SYCAMR_2_UNIT 2-APND,[]
POD_SYCAMR_2_UNIT 3-APND,[]
POD_SYCAMR_2_UNIT 4-APND,[]
POD_TANHIL_6_SOLART-APND,[]
POD_TBLMTN_6_QF-APND,[]
POD_TEHAPI_2_WIND1-APND,"['VINCENT_2_N100', 'VINCENT_2_N101']"
POD_TEHAPI_2_WIND2-APND,"['VINCENT_2_N100', 'VINCENT_2_N101']"
POD_TERMEX_2_PL1X3-APND,[]
POD_TIFFNY_1_DILLON-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_TIGRCK_7_UNITS-APND,[]
POD_TKOPWR_6_HYDRO-APND,[]
POD_TRACY_7_UNIT 3-APND,[]
POD_TRNQL8_2_AMASR1-APND,[]
POD_TRNQL8_2_AZUSR1-APND,[]
POD_TRNQL8_2_ROJSR1-APND,[]
POD_TRNQL8_2_VERSR1-APND,[]
POD_TRNQLT_2_SOLAR-APND,[]
POD_TRNSWD_1_QF-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_TULEWD_1_TULWD1-APND,[]
POD_TXMCKT_6_UNIT-APND,[]
POD_ULTPFR_1_UNIT 1-APND,['ULTPWRJ_1_N001']
POD_ULTRCK_2_UNIT-APND,[]
POD_UNOCAL_1_UNITS-APND,[]
POD_UNVRSY_1_UNIT 1-APND,"['TAFT1_1_N001', 'TAFT1_1_N004']"
POD_USWND2_1_WIND1-APND,['TESLA_1_N027']
POD_USWND2_1_WIND2-APND,['TESLA_1_N027']
POD_USWND2_1_WIND3-APND,['TESLA_1_N027']
POD_VACADX_1_UNITA1-APND,"['VACA-DIX_1_N001', 'VACA-DIX_1_N014', 'VACADIX_1_GN001']"
POD_VALTNE_2_AVASR1-APND,[]
POD_VEDDER_1_SEKERN-APND,"['KERNOIL_1_N001', 'KERNOIL_1_N012']"
POD_VERNON_6_MALBRG-APND,[]
POD_VOYAGR_2_VOYWD2-APND,[]
POD_VOYAGR_2_VOYWD3-APND,[]
POD_VOYAGR_2_VOYWD4-APND,[]
POD_WAUKNA_1_SOLAR2-APND,[]
POD_WDLEAF_7_UNIT 1-APND,[]
POD_WESTPT_2_UNIT-APND,[]
POD_WHTWTR_1_WINDA1-APND,"['TOT032G1_7_N001', 'TOT032G5_7_N001', 'TOT032G8_7_N001']"
POD_WISTRA_2_WRSSR1-APND,[]
POD_WLDWD_1_SOLAR1-APND,[]
POD_YUBACT_1_SUNSWT-APND,[]
POD_YUBACT_6_UNITA1-APND,[]
POD_ZOND_6_UNIT-APND,[]
POPUD_1_NCL-APND,[]
POST_FLS_1_GEN_TOTAL-APND,[]
PP_1_PP-APND,[]
PRIMM_2_SOLAR1-APND,[]
PSEI_BCUS.BORDER-APND,[]
PSEI_BPAT.PSEI-APND,[]
PSEI_CAPTAINJACK-APND,[]
PSEI_COBH-APND,[]
PSEI_JOHNDAY-APND,[]
PSEI_KFALLSGEN-APND,[]
PSEI_MALIN-APND,[]
PSEI_MIDC.AV-APND,[]
PSEI_MIDCREMOTE-APND,[]
PSEI_MIDC_PSEI-APND,[]
PSEI_MIDC_PSEI_PGE-APND,[]
PSEI_MINTFARM-APND,[]
PSEI_PSE.COLSTRIP-APND,[]
PSEI_SCL.SYSTEM-APND,[]
PSEI_TPWR.STAR-APND,[]
PTRPP_2_WIND-APND,[]
PWP1_2_PORTWEST1-APND,[]
PWP2_2_RECIP1-6-APND,[]
PWP2_2_RECIP7-12-APND,[]
RDCLD_3_WIND-APND,[]
RDGPOWER_1_UNIT4-6-APND,[]
RECPP_2_SOLAR-APND,[]
REDROCK_1_CAPAGPUMPS-APND,[]
REP_6_UNITS-APND,[]
REXFRD_2_RSFBX2-APND,[]
REXFRD_2_RSFSX2-APND,[]
RP2_2_SOLAR-APND,[]
RPEAK_6_UNITS-APND,[]
RUSCTY_2_UNITS-APND,[]
RUSSELL_2_SOLANO1-APND,[]
RVL_1_WHITECRK_PLANT-APND,[]
RVSIDE_6_SPRING-APND,[]
RW_5_RHCC1MSG-APND,[]
RW_5_RHCC2MSG-APND,[]
SALOME_1_CAPAGSOLAR-APND,[]
SALTSP_7_UNITS-APND,"['SALTSPS_7_B1', 'SALTSPS_7_B3']"
SANDLT_2_SUNITS-APND,[]
SANITR_6_UNITS-APND,"['LACSD_7_B2', 'LACSD_7_B3', 'LACSD_7_B4', 'LACSD_7_B5']"
SANTFG_7_UNITS-APND,"['GEYSER20_7_B1', 'SANTAFE_7_B1', 'SANTAFE_7_B11']"
SBERDO_2_PSP3-APND,[]
SBERDO_2_PSP4-APND,[]
SCAGS_2_CC_4_5-APND,[]
SCEC_1_DERP01-APND,[]
SCEC_1_PDRP05-APND,[]
SCEC_1_PDRP06-APND,[]
SCEC_1_PDRP07-APND,[]
SCEC_1_PDRP08-APND,[]
SCEC_1_PDRP09-APND,[]
SCEC_1_PDRP10-APND,[]
SCEC_1_PDRP100-APND,[]
SCEC_1_PDRP101-APND,[]
SCEC_1_PDRP102-APND,[]
SCEC_1_PDRP103-APND,[]
SCEC_1_PDRP104-APND,[]
SCEC_1_PDRP105-APND,[]
SCEC_1_PDRP106-APND,[]
SCEC_1_PDRP107-APND,[]
SCEC_1_PDRP108-APND,[]
SCEC_1_PDRP109-APND,[]
SCEC_1_PDRP11-APND,[]
SCEC_1_PDRP110-APND,[]
SCEC_1_PDRP111-APND,[]
SCEC_1_PDRP113-APND,[]
SCEC_1_PDRP114-APND,[]
SCEC_1_PDRP115-APND,[]
SCEC_1_PDRP116-APND,[]
SCEC_1_PDRP117-APND,[]
SCEC_1_PDRP118-APND,[]
SCEC_1_PDRP119-APND,[]
SCEC_1_PDRP12-APND,[]
SCEC_1_PDRP120-APND,[]
SCEC_1_PDRP121-APND,[]
SCEC_1_PDRP122-APND,[]
SCEC_1_PDRP124-APND,[]
SCEC_1_PDRP125-APND,[]
SCEC_1_PDRP126-APND,[]
SCEC_1_PDRP127-APND,[]
SCEC_1_PDRP128-APND,[]
SCEC_1_PDRP129-APND,[]
SCEC_1_PDRP13-APND,[]
SCEC_1_PDRP130-APND,[]
SCEC_1_PDRP131-APND,[]
SCEC_1_PDRP132-APND,[]
SCEC_1_PDRP133-APND,[]
SCEC_1_PDRP134-APND,[]
SCEC_1_PDRP135-APND,[]
SCEC_1_PDRP136-APND,[]
SCEC_1_PDRP137-APND,[]
SCEC_1_PDRP138-APND,[]
SCEC_1_PDRP139-APND,[]
SCEC_1_PDRP14-APND,[]
SCEC_1_PDRP140-APND,[]
SCEC_1_PDRP141-APND,[]
SCEC_1_PDRP142-APND,[]
SCEC_1_PDRP143-APND,[]
SCEC_1_PDRP144-APND,[]
SCEC_1_PDRP145-APND,[]
SCEC_1_PDRP146-APND,[]
SCEC_1_PDRP147-APND,[]
SCEC_1_PDRP148-APND,[]
SCEC_1_PDRP149-APND,[]
SCEC_1_PDRP150-APND,[]
SCEC_1_PDRP151-APND,[]
SCEC_1_PDRP152-APND,[]
SCEC_1_PDRP153-APND,[]
SCEC_1_PDRP154-APND,[]
SCEC_1_PDRP155-APND,[]
SCEC_1_PDRP156-APND,[]
SCEC_1_PDRP157-APND,[]
SCEC_1_PDRP158-APND,[]
SCEC_1_PDRP159-APND,[]
SCEC_1_PDRP160-APND,[]
SCEC_1_PDRP161-APND,[]
SCEC_1_PDRP162-APND,[]
SCEC_1_PDRP163-APND,[]
SCEC_1_PDRP171-APND,[]
SCEC_1_PDRP173-APND,[]
SCEC_1_PDRP175-APND,[]
SCEC_1_PDRP178-APND,[]
SCEC_1_PDRP179-APND,[]
SCEC_1_PDRP18-APND,[]
SCEC_1_PDRP181-APND,[]
SCEC_1_PDRP183-APND,[]
SCEC_1_PDRP19-APND,[]
SCEC_1_PDRP193-APND,[]
SCEC_1_PDRP195-APND,[]
SCEC_1_PDRP199-APND,[]
SCEC_1_PDRP20-APND,[]
SCEC_1_PDRP30-APND,[]
SCEC_1_PDRP31-APND,[]
SCEC_1_PDRP32-APND,[]
SCEC_1_PDRP38-APND,[]
SCEC_1_PDRP42-APND,[]
SCEC_1_PDRP48-APND,[]
SCEC_1_PDRP49-APND,[]
SCEC_1_PDRP50-APND,[]
SCEC_1_PDRP51-APND,[]
SCEC_1_PDRP52-APND,[]
SCEC_1_PDRP53-APND,[]
SCEC_1_PDRP54-APND,[]
SCEC_1_PDRP55-APND,[]
SCEC_1_PDRP56-APND,[]
SCEC_1_PDRP60-APND,[]
SCEC_1_PDRP61-APND,[]
SCEC_1_PDRP62-APND,[]
SCEC_1_PDRP63-APND,[]
SCEC_1_PDRP64-APND,[]
SCEC_1_PDRP65-APND,[]
SCEC_1_PDRP66-APND,[]
SCEC_1_PDRP67-APND,[]
SCEC_1_PDRP68-APND,[]
SCEC_1_PDRP69-APND,[]
SCEC_1_PDRP70-APND,[]
SCEC_1_PDRP71-APND,[]
SCEC_1_PDRP72-APND,[]
SCEC_1_PDRP73-APND,[]
SCEC_1_PDRP74-APND,[]
SCEC_1_PDRP75-APND,[]
SCEC_1_PDRP76-APND,[]
SCEC_1_PDRP77-APND,[]
SCEC_1_PDRP78-APND,[]
SCEC_1_PDRP79-APND,[]
SCEC_1_PDRP80-APND,[]
SCEC_1_PDRP81-APND,[]
SCEC_1_PDRP82-APND,[]
SCEC_1_PDRP83-APND,[]
SCEC_1_PDRP84-APND,[]
SCEC_1_PDRP85-APND,[]
SCEC_1_PDRP86-APND,[]
SCEC_1_PDRP87-APND,[]
SCEC_1_PDRP88-APND,[]
SCEC_1_PDRP89-APND,[]
SCEC_1_PDRP90-APND,[]
SCEC_1_PDRP91-APND,[]
