oasis_node,caiso_matches
PGEB_2_PDRP113-APND,[]
PGEB_2_PDRP12-APND,[]
PGEB_2_PDRP13-APND,[]
PGEB_2_PDRP14-APND,[]
PGEB_2_PDRP15-APND,[]
PGEB_2_PDRP21-APND,[]
PGEB_2_PDRP22-APND,[]
PGEB_2_PDRP23-APND,[]
PGEB_2_PDRP24-APND,[]
PGEB_2_PDRP25-APND,[]
PGEB_2_PDRP26-APND,[]
PGEB_2_PDRP27-APND,[]
PGEB_2_PDRP28-APND,[]
PGEB_2_PDRP29-APND,[]
PGEB_2_PDRP30-APND,[]
PGEB_2_PDRP31-APND,[]
PGEB_2_PDRP34-APND,[]
PGEB_2_PDRP35-APND,[]
PGEB_2_PDRP36-APND,[]
PGEB_2_PDRP37-APND,[]
PGEB_2_PDRP40-APND,[]
PGEB_2_PDRP41-APND,[]
PGEB_2_PDRP42-APND,[]
PGEB_2_PDRP43-APND,[]
PGEB_2_PDRP44-APND,[]
PGEB_2_PDRP45-APND,[]
PGEB_2_PDRP46-APND,[]
PGEB_2_PDRP47-APND,[]
PGEB_2_PDRP48-APND,[]
PGEB_2_PDRP49-APND,[]
PGEB_2_PDRP50-APND,[]
PGEB_2_PDRP51-APND,[]
PGEB_2_PDRP52-APND,[]
PGEB_2_PDRP53-APND,[]
PGEB_2_PDRP54-APND,[]
PGEB_2_PDRP55-APND,[]
PGEB_2_PDRP56-APND,[]
PGEB_2_PDRP57-APND,[]
PGEB_2_PDRP58-APND,[]
PGEB_2_PDRP60-APND,[]
PGEB_2_PDRP61-APND,[]
PGEB_2_PDRP62-APND,[]
PGEB_2_PDRP63-APND,[]
PGEB_2_PDRP64-APND,[]
PGEB_2_PDRP65-APND,[]
PGEB_2_PDRP66-APND,[]
PGEB_2_PDRP67-APND,[]
PGEB_2_PDRP68-APND,[]
PGEB_2_PDRP69-APND,[]
PGEB_2_PDRP70-APND,[]
PGEB_2_PDRP71-APND,[]
PGEB_2_PDRP73-APND,[]
PGEB_2_PDRP74-APND,[]
PGEB_2_PDRP76-APND,[]
PGEB_2_PDRP77-APND,[]
PGEB_2_PDRP78-APND,[]
PGEB_2_PDRP79-APND,[]
PGEB_2_PDRP80-APND,[]
PGEB_2_PDRP81-APND,[]
PGEB_2_PDRP82-APND,[]
PGEB_2_PDRP83-APND,[]
PGEB_2_PDRP84-APND,[]
PGEB_2_PDRP85-APND,[]
PGEB_2_PDRP93-APND,[]
PGEB_2_PDRP95-APND,[]
PGEB_2_PDRP96-APND,[]
PGEB_2_PDRP97-APND,[]
PGEB_2_PDRP98-APND,[]
PGEB_2_RDRR01-APND,[]
PGEB_2_RDRR02-APND,[]
PGE_BPAT.PGE-APND,[]
PGE_BPAT.PSEI-APND,[]
PGE_CAPTAINJACK-APND,[]
PGE_COBH-APND,[]
PGE_GRIZZLY-APND,[]
PGE_JOHNDAY-APND,[]
PGE_KFALLSGEN-APND,[]
PGE_MALIN-APND,[]
PGE_MIDC.AV-APND,[]
PGE_MIDCREMOTE-APND,[]
PGE_MIDC_PACW_PGE-APND,[]
PGE_MIDC_PSEI_PGE-APND,[]
PGE_PACW.PGE-APND,[]
PGE_PGE.COLSTRIP-APND,[]
PGE_ROUNDBUTTE-APND,[]
PGE_SCLBPATPGE-APND,[]
PGF1_2_PDRP03-APND,[]
PGF1_2_PDRP04-APND,[]
PGF1_2_PDRP05-APND,[]
PGF1_2_PDRP06-APND,[]
PGF1_2_PDRP104-APND,[]
PGF1_2_PDRP105-APND,[]
PGF1_2_PDRP106-APND,[]
PGF1_2_PDRP107-APND,[]
PGF1_2_PDRP108-APND,[]
PGF1_2_PDRP109-APND,[]
PGF1_2_PDRP11-APND,[]
PGF1_2_PDRP110-APND,[]
PGF1_2_PDRP111-APND,[]
PGF1_2_PDRP116-APND,[]
PGF1_2_PDRP12-APND,[]
PGF1_2_PDRP120-APND,[]
PGF1_2_PDRP127-APND,[]
PGF1_2_PDRP13-APND,[]
PGF1_2_PDRP14-APND,[]
PGF1_2_PDRP15-APND,[]
PGF1_2_PDRP16-APND,[]
PGF1_2_PDRP17-APND,[]
PGF1_2_PDRP18-APND,[]
PGF1_2_PDRP19-APND,[]
PGF1_2_PDRP20-APND,[]
PGF1_2_PDRP21-APND,[]
PGF1_2_PDRP24-APND,[]
PGF1_2_PDRP25-APND,[]
PGF1_2_PDRP26-APND,[]
PGF1_2_PDRP27-APND,[]
PGF1_2_PDRP28-APND,[]
PGF1_2_PDRP29-APND,[]
PGF1_2_PDRP30-APND,[]
PGF1_2_PDRP33-APND,[]
PGF1_2_PDRP36-APND,[]
PGF1_2_PDRP37-APND,[]
PGF1_2_PDRP38-APND,[]
PGF1_2_PDRP39-APND,[]
PGF1_2_PDRP40-APND,[]
PGF1_2_PDRP41-APND,[]
PGF1_2_PDRP42-APND,[]
PGF1_2_PDRP43-APND,[]
PGF1_2_PDRP44-APND,[]
PGF1_2_PDRP45-APND,[]
PGF1_2_PDRP46-APND,[]
PGF1_2_PDRP47-APND,[]
PGF1_2_PDRP48-APND,[]
PGF1_2_PDRP49-APND,[]
PGF1_2_PDRP50-APND,[]
PGF1_2_PDRP51-APND,[]
PGF1_2_PDRP52-APND,[]
PGF1_2_PDRP53-APND,[]
PGF1_2_PDRP54-APND,[]
PGF1_2_PDRP55-APND,[]
PGF1_2_PDRP56-APND,[]
PGF1_2_PDRP57-APND,[]
PGF1_2_PDRP58-APND,[]
PGF1_2_PDRP59-APND,[]
PGF1_2_PDRP60-APND,[]
PGF1_2_PDRP61-APND,[]
PGF1_2_PDRP62-APND,[]
PGF1_2_PDRP63-APND,[]
PGF1_2_PDRP64-APND,[]
PGF1_2_PDRP65-APND,[]
PGF1_2_PDRP66-APND,[]
PGF1_2_PDRP68-APND,[]
PGF1_2_PDRP69-APND,[]
PGF1_2_PDRP70-APND,[]
PGF1_2_PDRP71-APND,[]
PGF1_2_PDRP72-APND,[]
PGF1_2_PDRP73-APND,[]
PGF1_2_PDRP74-APND,[]
PGF1_2_PDRP75-APND,[]
PGF1_2_PDRP76-APND,[]
PGF1_2_PDRP77-APND,[]
PGF1_2_PDRP78-APND,[]
PGF1_2_PDRP79-APND,[]
PGF1_2_PDRP80-APND,[]
PGF1_2_PDRP81-APND,[]
PGF1_2_PDRP82-APND,[]
PGF1_2_PDRP83-APND,[]
PGF1_2_PDRP84-APND,[]
PGF1_2_PDRP85-APND,[]
PGF1_2_PDRP86-APND,[]
PGF1_2_PDRP87-APND,[]
PGF1_2_PDRP88-APND,[]
PGF1_2_PDRP89-APND,[]
PGF1_2_PDRP91-APND,[]
PGF1_2_PDRP93-APND,[]
PGF1_2_PDRP94-APND,[]
PGF1_2_PDRP95-APND,[]
PGF1_2_PDRP96-APND,[]
PGF1_2_PDRP97-APND,[]
PGF1_2_PDRP98-APND,[]
PGF1_2_RDRR01-APND,[]
PGF1_2_RDRR02-APND,[]
PGFG_1_PDRP05-APND,[]
PGFG_1_PDRP07-APND,[]
PGFG_1_PDRP08-APND,[]
PGFG_1_PDRP10-APND,[]
PGFG_1_PDRP13-APND,[]
PGFG_1_PDRP14-APND,[]
PGFG_1_PDRP15-APND,[]
PGFG_1_PDRP17-APND,[]
PGFG_1_PDRP19-APND,[]
PGFG_1_PDRP20-APND,[]
PGFG_1_PDRP21-APND,[]
PGFG_1_PDRP22-APND,[]
PGFG_1_PDRP23-APND,[]
PGFG_1_PDRP24-APND,[]
PGFG_1_PDRP25-APND,[]
PGFG_1_PDRP27-APND,[]
PGFG_1_PDRP28-APND,[]
PGFG_1_PDRP29-APND,[]
PGFG_1_PDRP32-APND,[]
PGFG_1_PDRP33-APND,[]
PGFG_1_PDRP35-APND,[]
PGFG_1_PDRP36-APND,[]
PGFG_1_PDRP38-APND,[]
PGFG_1_PDRP41-APND,[]
PGFG_1_PDRP44-APND,[]
PGFG_1_PDRP77-APND,[]
PGFG_1_RDRR01-APND,[]
PGG_2_PL-APND,[]
PGHB_6_PDRP02-APND,[]
PGHB_6_PDRP04-APND,[]
PGHB_6_PDRP05-APND,[]
PGHB_6_PDRP06-APND,[]
PGHB_6_PDRP07-APND,[]
PGHB_6_PDRP08-APND,[]
PGHB_6_PDRP09-APND,[]
PGHB_6_PDRP10-APND,[]
PGHB_6_PDRP11-APND,[]
PGHB_6_PDRP12-APND,[]
PGHB_6_PDRP14-APND,[]
PGHB_6_PDRP15-APND,[]
PGHB_6_PDRP16-APND,[]
PGKN_2_PDRP01-APND,[]
PGKN_2_PDRP02-APND,[]
PGKN_2_PDRP03-APND,[]
PGKN_2_PDRP04-APND,[]
PGKN_2_PDRP05-APND,[]
PGKN_2_PDRP06-APND,[]
PGKN_2_PDRP07-APND,[]
PGKN_2_PDRP08-APND,[]
PGKN_2_PDRP09-APND,[]
PGKN_2_PDRP10-APND,[]
PGKN_2_PDRP12-APND,[]
PGKN_2_PDRP13-APND,[]
PGKN_2_PDRP14-APND,[]
PGKN_2_PDRP15-APND,[]
PGKN_2_PDRP16-APND,[]
PGKN_2_PDRP17-APND,[]
PGKN_2_PDRP18-APND,[]
PGKN_2_PDRP19-APND,[]
PGKN_2_PDRP20-APND,[]
PGKN_2_PDRP21-APND,[]
PGKN_2_PDRP22-APND,[]
PGKN_2_PDRP24-APND,[]
PGKN_2_PDRP25-APND,[]
PGKN_2_PDRP32-APND,[]
PGKN_2_PDRP33-APND,[]
PGKN_2_PDRP34-APND,[]
PGKN_2_PDRP35-APND,[]
PGKN_2_PDRP36-APND,[]
PGKN_2_PDRP37-APND,[]
PGKN_2_PDRP38-APND,[]
PGKN_2_PDRP40-APND,[]
PGKN_2_PDRP41-APND,[]
PGKN_2_PDRP42-APND,[]
PGKN_2_PDRP43-APND,[]
PGKN_2_PDRP44-APND,[]
PGKN_2_PDRP48-APND,[]
PGKN_2_PDRP49-APND,[]
PGKN_2_PDRP50-APND,[]
PGKN_2_PDRP51-APND,[]
PGKN_2_PDRP53-APND,[]
PGKN_2_PDRP59-APND,[]
PGKN_2_RDRR02-APND,[]
PGNB_2_PDRP02-APND,[]
PGNB_2_PDRP03-APND,[]
PGNB_2_PDRP06-APND,[]
PGNB_2_PDRP07-APND,[]
PGNB_2_PDRP10-APND,[]
PGNB_2_PDRP101-APND,[]
PGNB_2_PDRP12-APND,[]
PGNB_2_PDRP15-APND,[]
PGNB_2_PDRP16-APND,[]
PGNB_2_PDRP17-APND,[]
PGNB_2_PDRP19-APND,[]
PGNB_2_PDRP20-APND,[]
PGNB_2_PDRP21-APND,[]
PGNB_2_PDRP22-APND,[]
PGNB_2_PDRP25-APND,[]
PGNB_2_PDRP26-APND,[]
PGNB_2_PDRP27-APND,[]
PGNB_2_PDRP28-APND,[]
PGNB_2_PDRP29-APND,[]
PGNB_2_PDRP30-APND,[]
PGNB_2_PDRP31-APND,[]
PGNB_2_PDRP32-APND,[]
PGNB_2_PDRP33-APND,[]
PGNB_2_PDRP34-APND,[]
PGNB_2_PDRP35-APND,[]
PGNB_2_PDRP36-APND,[]
PGNB_2_PDRP37-APND,[]
PGNB_2_PDRP42-APND,[]
PGNB_2_PDRP43-APND,[]
PGNB_2_PDRP44-APND,[]
PGNC_1_PDRP01-APND,[]
PGNC_1_PDRP02-APND,[]
PGNC_1_PDRP04-APND,[]
PGNC_1_PDRP05-APND,[]
PGNC_1_PDRP06-APND,[]
PGNC_1_PDRP07-APND,[]
PGNC_1_PDRP09-APND,[]
PGNC_1_PDRP14-APND,[]
PGNC_1_PDRP15-APND,[]
PGNC_1_PDRP16-APND,[]
PGNC_1_PDRP17-APND,[]
PGNC_1_PDRP18-APND,[]
PGNC_1_PDRP19-APND,[]
PGNC_1_PDRP20-APND,[]
PGNC_1_PDRP21-APND,[]
PGNC_1_PDRP22-APND,[]
PGNC_1_PDRP26-APND,[]
PGNC_1_RDRR02-APND,[]
PGNC_2_PDRP10-APND,[]
PGNC_2_PDRP11-APND,[]
PGNC_2_PDRP12-APND,[]
PGNP_2_PDRP02-APND,[]
PGNP_2_PDRP03-APND,[]
PGNP_2_PDRP04-APND,[]
PGNP_2_PDRP05-APND,[]
PGNP_2_PDRP06-APND,[]
PGNP_2_PDRP07-APND,[]
PGNP_2_PDRP08-APND,[]
PGNP_2_PDRP09-APND,[]
PGNP_2_PDRP10-APND,[]
PGNP_2_PDRP11-APND,[]
PGNP_2_PDRP16-APND,[]
PGNP_2_PDRP17-APND,[]
PGNP_2_PDRP18-APND,[]
PGNP_2_PDRP19-APND,[]
PGNP_2_PDRP20-APND,[]
PGNP_2_PDRP21-APND,[]
PGNP_2_PDRP22-APND,[]
PGNP_2_PDRP23-APND,[]
PGNP_2_PDRP24-APND,[]
PGNP_2_PDRP25-APND,[]
PGNP_2_PDRP26-APND,[]
PGNP_2_PDRP27-APND,[]
PGNP_2_PDRP28-APND,[]
PGNP_2_PDRP29-APND,[]
PGNP_2_PDRP30-APND,[]
PGNP_2_PDRP31-APND,[]
PGNP_2_PDRP34-APND,[]
PGNP_2_PDRP39-APND,[]
PGNP_2_PDRP40-APND,[]
PGNP_2_PDRP41-APND,[]
PGNP_2_PDRP42-APND,[]
PGNP_2_PDRP43-APND,[]
PGNP_2_PDRP44-APND,[]
PGNP_2_PDRP45-APND,[]
PGNP_2_PDRP46-APND,[]
PGNP_2_PDRP47-APND,[]
PGNP_2_PDRP48-APND,[]
PGNP_2_PDRP49-APND,[]
PGNP_2_PDRP50-APND,[]
PGNP_2_PDRP53-APND,[]
PGNP_2_PDRP55-APND,[]
PGNP_2_PDRP56-APND,[]
PGNP_2_PDRP58-APND,[]
PGNP_2_PDRP60-APND,[]
PGNP_2_RDRR02-APND,[]
PGNP_2_RDRR03-APND,[]
PGP2_2_PDRP05-APND,[]
PGP2_2_PDRP07-APND,[]
PGP2_2_PDRP08-APND,[]
PGP2_2_PDRP09-APND,[]
PGP2_2_PDRP101-APND,[]
PGP2_2_PDRP11-APND,[]
PGP2_2_PDRP17-APND,[]
PGP2_2_PDRP22-APND,[]
PGP2_2_PDRP23-APND,[]
PGP2_2_PDRP24-APND,[]
PGP2_2_PDRP25-APND,[]
PGP2_2_PDRP26-APND,[]
PGP2_2_PDRP28-APND,[]
PGP2_2_PDRP29-APND,[]
PGP2_2_PDRP30-APND,[]
PGP2_2_PDRP31-APND,[]
PGP2_2_PDRP32-APND,[]
PGP2_2_PDRP33-APND,[]
PGP2_2_PDRP35-APND,[]
PGP2_2_PDRP38-APND,[]
PGP2_2_PDRP42-APND,[]
PGP2_2_PDRP43-APND,[]
PGP2_2_PDRP44-APND,[]
PGP2_2_PDRP47-APND,[]
PGP2_2_PDRP48-APND,[]
PGP2_2_PDRP53-APND,[]
PGP2_2_PDRP54-APND,[]
PGP2_2_PDRP55-APND,[]
PGP2_2_PDRP56-APND,[]
PGP2_2_PDRP58-APND,[]
PGP2_2_PDRP60-APND,[]
PGP2_2_PDRP61-APND,[]
PGP2_2_PDRP62-APND,[]
PGP2_2_PDRP63-APND,[]
PGP2_2_PDRP64-APND,[]
PGP2_2_PDRP65-APND,[]
PGP2_2_PDRP67-APND,[]
PGP2_2_PDRP68-APND,[]
PGP2_2_PDRP69-APND,[]
PGSB_1_PDRP04-APND,[]
PGSB_1_PDRP08-APND,[]
PGSB_1_PDRP10-APND,[]
PGSB_1_PDRP101-APND,[]
PGSB_1_PDRP102-APND,[]
PGSB_1_PDRP103-APND,[]
PGSB_1_PDRP104-APND,[]
PGSB_1_PDRP106-APND,[]
PGSB_1_PDRP11-APND,[]
PGSB_1_PDRP111-APND,[]
PGSB_1_PDRP15-APND,[]
PGSB_1_PDRP17-APND,[]
PGSB_1_PDRP18-APND,[]
PGSB_1_PDRP19-APND,[]
PGSB_1_PDRP24-APND,[]
PGSB_1_PDRP29-APND,[]
PGSB_1_PDRP30-APND,[]
PGSB_1_PDRP31-APND,[]
PGSB_1_PDRP32-APND,[]
PGSB_1_PDRP33-APND,[]
PGSB_1_PDRP34-APND,[]
PGSB_1_PDRP35-APND,[]
PGSB_1_PDRP36-APND,[]
PGSB_1_PDRP42-APND,[]
PGSB_1_PDRP43-APND,[]
PGSB_1_PDRP44-APND,[]
PGSB_1_PDRP45-APND,[]
PGSB_1_PDRP46-APND,[]
PGSB_1_PDRP47-APND,[]
PGSB_1_PDRP48-APND,[]
PGSB_1_PDRP49-APND,[]
PGSB_1_PDRP50-APND,[]
PGSB_1_PDRP51-APND,[]
PGSB_1_PDRP52-APND,[]
PGSB_1_PDRP53-APND,[]
PGSB_1_PDRP54-APND,[]
PGSB_1_PDRP55-APND,[]
PGSB_1_PDRP56-APND,[]
PGSB_1_PDRP57-APND,[]
PGSB_1_PDRP58-APND,[]
PGSB_1_PDRP60-APND,[]
PGSB_1_PDRP63-APND,[]
PGSB_1_PDRP64-APND,[]
PGSB_1_PDRP66-APND,[]
PGSB_1_PDRP67-APND,[]
PGSB_1_PDRP68-APND,[]
PGSB_1_PDRP69-APND,[]
PGSB_1_PDRP70-APND,[]
PGSB_1_PDRP71-APND,[]
PGSB_1_PDRP72-APND,[]
PGSB_1_PDRP73-APND,[]
PGSB_1_PDRP74-APND,[]
PGSB_1_PDRP76-APND,[]
PGSB_1_PDRP77-APND,[]
PGSB_1_PDRP78-APND,[]
PGSB_1_PDRP83-APND,[]
PGSB_1_PDRP87-APND,[]
PGSB_1_PDRP89-APND,[]
PGSB_1_PDRP90-APND,[]
PGSB_1_PDRP91-APND,[]
PGSB_1_PDRP92-APND,[]
PGSB_1_PDRP93-APND,[]
PGSB_1_PDRP94-APND,[]
PGSB_1_PDRP95-APND,[]
PGSB_1_PDRP96-APND,[]
PGSB_1_PDRP97-APND,[]
PGSB_1_PDRPCON01-APND,[]
PGSB_1_PDRPCUR01-APND,[]
PGSB_1_RDRR02-APND,[]
PGSF_2_PDRP03-APND,[]
PGSF_2_PDRP04-APND,[]
PGSF_2_PDRP08-APND,[]
PGSF_2_PDRP100-APND,[]
PGSF_2_PDRP12-APND,[]
PGSF_2_PDRP13-APND,[]
PGSF_2_PDRP18-APND,[]
PGSF_2_PDRP19-APND,[]
PGSF_2_PDRP20-APND,[]
PGSF_2_PDRP21-APND,[]
PGSF_2_PDRP22-APND,[]
PGSF_2_PDRP23-APND,[]
PGSF_2_PDRP26-APND,[]
PGSF_2_PDRP27-APND,[]
PGSF_2_PDRP28-APND,[]
PGSF_2_PDRP29-APND,[]
PGSF_2_PDRP33-APND,[]
PGSF_2_PDRP34-APND,[]
PGSF_2_PDRP35-APND,[]
PGSF_2_PDRP36-APND,[]
PGSF_2_PDRP37-APND,[]
PGSF_2_PDRP38-APND,[]
PGSF_2_PDRP39-APND,[]
PGSF_2_PDRP46-APND,[]
PGSF_2_PDRP49-APND,[]
PGSF_2_PDRP50-APND,[]
PGSF_2_PDRP51-APND,[]
PGSF_2_PDRP52-APND,[]
PGSF_2_PDRP53-APND,[]
PGSF_2_PDRP54-APND,[]
PGSF_2_PDRP56-APND,[]
PGSF_2_PDRP57-APND,[]
PGSF_2_PDRP58-APND,[]
PGSF_2_PDRP59-APND,[]
PGSI_1_PDRP02-APND,[]
PGSI_1_PDRP04-APND,[]
PGSI_1_PDRP05-APND,[]
PGSI_1_PDRP08-APND,[]
PGSI_1_PDRP09-APND,[]
PGSI_1_PDRP10-APND,[]
PGSI_1_PDRP100-APND,[]
PGSI_1_PDRP101-APND,[]
PGSI_1_PDRP11-APND,[]
PGSI_1_PDRP12-APND,[]
PGSI_1_PDRP13-APND,[]
PGSI_1_PDRP15-APND,[]
PGSI_1_PDRP16-APND,[]
PGSI_1_PDRP17-APND,[]
PGSI_1_PDRP20-APND,[]
PGSI_1_PDRP21-APND,[]
PGSI_1_PDRP22-APND,[]
PGSI_1_PDRP23-APND,[]
PGSI_1_PDRP24-APND,[]
PGSI_1_PDRP25-APND,[]
PGSI_1_PDRP26-APND,[]
PGSI_1_PDRP27-APND,[]
PGSI_1_PDRP28-APND,[]
PGSI_1_PDRP29-APND,[]
PGSI_1_PDRP31-APND,[]
PGSI_1_PDRP33-APND,[]
PGSI_1_PDRP35-APND,[]
PGSI_1_PDRP36-APND,[]
PGSI_1_PDRP37-APND,[]
PGSI_1_PDRP40-APND,[]
PGSI_1_PDRP42-APND,[]
PGSI_1_PDRP43-APND,[]
PGSI_1_PDRP44-APND,[]
PGSI_1_PDRP45-APND,[]
PGSI_1_PDRP46-APND,[]
PGSI_1_PDRP48-APND,[]
PGSI_1_PDRP49-APND,[]
PGSI_1_PDRP53-APND,[]
PGSI_1_PDRP59-APND,[]
PGSI_1_RDRR02-APND,[]
PGST_2_PDRP01-APND,[]
PGST_2_PDRP02-APND,[]
PGST_2_PDRP03-APND,[]
PGST_2_PDRP04-APND,[]
PGST_2_PDRP05-APND,[]
PGST_2_PDRP06-APND,[]
PGST_2_PDRP07-APND,[]
PGST_2_PDRP08-APND,[]
PGST_2_PDRP09-APND,[]
PGST_2_PDRP10-APND,[]
PGST_2_PDRP11-APND,[]
PGST_2_PDRP13-APND,[]
PGST_2_PDRP14-APND,[]
PGST_2_PDRP15-APND,[]
PGST_2_PDRP16-APND,[]
PGST_2_PDRP17-APND,[]
PGST_2_PDRP30-APND,[]
PGST_2_PDRP31-APND,[]
PGST_2_PDRP32-APND,[]
PGST_2_PDRP33-APND,[]
PGST_2_PDRP34-APND,[]
PGST_2_PDRP35-APND,[]
PGST_2_PDRP36-APND,[]
PGST_2_PDRP37-APND,[]
PGST_2_PDRP38-APND,[]
PGST_2_PDRP39-APND,[]
PGST_2_PDRP40-APND,[]
PGST_2_PDRP42-APND,[]
PGST_2_RDRR01-APND,[]
PGZP_2_PDRP01-APND,[]
PGZP_2_PDRP02-APND,[]
PGZP_2_PDRP03-APND,[]
PGZP_2_PDRP04-APND,[]
PGZP_2_PDRP05-APND,[]
PGZP_2_PDRP07-APND,[]
PGZP_2_PDRP08-APND,[]
PGZP_2_PDRP09-APND,[]
PGZP_2_PDRP10-APND,[]
PGZP_2_PDRP11-APND,[]
PGZP_2_PDRP13-APND,[]
PGZP_2_PDRP15-APND,[]
PGZP_2_PDRP16-APND,[]
PGZP_2_PDRP17-APND,[]
PGZP_2_PDRP18-APND,[]
PGZP_2_PDRP19-APND,[]
PGZP_2_PDRP20-APND,[]
PGZP_2_PDRP21-APND,[]
PGZP_2_PDRP22-APND,[]
PGZP_2_PDRP24-APND,[]
PGZP_2_PDRP25-APND,[]
PGZP_2_PDRP26-APND,[]
PGZP_2_PDRP27-APND,[]
PGZP_2_PDRP28-APND,[]
PGZP_2_PDRP29-APND,[]
PGZP_2_PDRP30-APND,[]
PGZP_2_PDRP31-APND,[]
PGZP_2_PDRP32-APND,[]
PGZP_2_PDRP33-APND,[]
PGZP_2_PDRP34-APND,[]
PGZP_2_PDRP35-APND,[]
PGZP_2_PDRP36-APND,[]
PGZP_2_PDRP37-APND,[]
PGZP_2_PDRP40-APND,[]
PGZP_2_PDRP41-APND,[]
PGZP_2_PDRP42-APND,[]
PGZP_2_PDRP43-APND,[]
PGZP_2_PDRP44-APND,[]
PGZP_2_PDRP45-APND,[]
PGZP_2_PDRP49-APND,[]
PGZP_2_PDRP50-APND,[]
PGZP_2_PDRP51-APND,[]
PGZP_2_PDRP52-APND,[]
PGZP_2_PDRP61-APND,[]
PGZP_2_RDRR04-APND,[]
PHELPS_1_PD_NCL-APND,[]
PHP_7_UNIT1-2-APND,[]
PINFLT_7_UNITS-APND,"['PINEFLT_7_B1', 'PINEFLT_7_B3', 'PINEFLT_7_B4']"
PIT3_7_PL1X3-APND,"['PIT3_7_B2', 'PIT3_7_B3', 'PIT3_7_B4', 'PIT3_7_N001']"
PIT4_7_PL1X2-APND,"['PIT4_7_B1', 'PIT4_7_B3']"
PIT5_7_PL1X2-APND,"['PIT5_7_B3', 'PIT5_7_B4']"
PIT5_7_PL3X4-APND,"['PIT5_7_B1', 'PIT5_7_B11', 'PIT5_7_B13', 'PIT5_7_N001']"
PLX_5_PLSTS-APND,[]
PNCHEG_2_PL1X4-APND,[]
PNCHPP_1_PL1X2-APND,[]
PNCHVS_2_SOLAR-APND,[]
PNM_AFTON345_EPE-APND,[]
PNM_AIRPORT115_EPE-APND,[]
PNM_AMRAD115_EPE-APND,[]
PNM_FOURCORNE345_PNM-APND,[]
PNM_HIDALGO345_EPE-APND,[]
PNM_LASCRCS115_EPE-APND,[]
PNM_LUNA345_EPE-APND,[]
PNM_LUNA345_TEPC-APND,[]
PNM_MCKINLEY345_TEPC-APND,[]
PNM_OROGRANDE115_EPE-APND,[]
PNM_PICACHO115_EPE-APND,[]
PNM_SJ345_TEPC-APND,[]
PNM_SPRINGER345_TEPC-APND,[]
PNM_WM345_EPE-APND,[]
PNOCHE_1_PL1X2-APND,['WHDPAN2_7_N102']
PNP-RBP_2_PELRB-APND,[]
POD_ACACIA_6_SOLAR-APND,[]
POD_ADERA_1_SOLAR1-APND,[]
POD_ADLIN_1_UNITS-APND,[]
POD_ADMEST_6_SOLAR-APND,[]
POD_AGRICO_6_PL3N5-APND,[]
POD_AGRICO_7_UNIT-APND,[]
POD_ALAMIT_2_PL1X3-APND,"['ALAMITOS_2_N001', 'ALAMITOS_2_N040', 'ALAMT1G_7_B1', 'ALAMT1G_7_N002', 'ALAMT2G_7_B1', 'ALAMT2G_7_N002', 'ALAMT3G_7_B1', 'ALAMT3G_7_N002', 'ALAMT4G_7_B1', 'ALAMT4G_7_N002', 'ALAMT5G_7_B1', 'ALAMT5G_7_N002', 'ALAMT6G_7_B1', 'ALAMT6G_7_N002']"
POD_ALAMIT_7_UNIT 5-APND,"['ALAMITOS_2_N001', 'ALAMITOS_2_N040', 'ALAMT1G_7_B1', 'ALAMT1G_7_N002', 'ALAMT2G_7_B1', 'ALAMT2G_7_N002', 'ALAMT3G_7_B1', 'ALAMT3G_7_N002', 'ALAMT4G_7_B1', 'ALAMT4G_7_N002', 'ALAMT5G_7_B1', 'ALAMT5G_7_N002', 'ALAMT6G_7_B1', 'ALAMT6G_7_N002']"
POD_ALTA3A_2_CPCE4-APND,[]
POD_ALTA3A_2_CPCE5-APND,[]
POD_ALTA4A_2_CPCW1-APND,[]
POD_ALTA4B_2_CPCW2-APND,[]
POD_ALTA4B_2_CPCW3-APND,[]
POD_ALTA6B_2_WIND11-APND,[]
POD_ALTA6E_2_WIND10-APND,[]
POD_ARBWD_6_QF-APND,[]
POD_ARCOGN_2_UNITS-APND,[]
POD_ARVINN_6_ORION1-APND,[]
POD_ARVINN_6_ORION2-APND,[]
POD_ASTORA_2_SOLAR1-APND,[]
POD_ASTORA_2_SOLAR2-APND,[]
POD_BALCHS_7_UNIT 1-APND,[]
POD_BALCHS_7_UNIT 2-APND,[]
POD_BALCHS_7_UNIT 3-APND,"['HAAS_7_B1', 'HAAS_7_B11']"
POD_BASICE_2_UNITS-APND,[]
POD_BDGRCK_1_UNITS-APND,"['KERNPWR_1_N002', 'KERNPWR_1_N201']"
POD_BEARMT_1_UNIT-APND,[]
POD_BGSKYN_2_AS2SR1-APND,[]
POD_BGSKYN_2_ASPSR2-APND,[]
POD_BGSKYN_2_BS3SR3-APND,[]
POD_BIGCRK_2_EXESWD-APND,[]
POD_BIGSKY_2_BSKSR6-APND,[]
POD_BIGSKY_2_BSKSR7-APND,[]
POD_BIGSKY_2_BSKSR8-APND,[]
POD_BIGSKY_2_SOLAR1-APND,[]
POD_BIGSKY_2_SOLAR2-APND,[]
POD_BIGSKY_2_SOLAR3-APND,[]
POD_BIGSKY_2_SOLAR4-APND,[]
POD_BIGSKY_2_SOLAR6-APND,[]
POD_BIGSKY_2_SOLAR7-APND,[]
POD_BIOMAS_1_UNIT 1-APND,[]
POD_BISHOP_1_ALAMO-APND,['CONTROL_7_N001']
POD_BISHOP_1_UNITS-APND,['CONTROL_1_N034']
