node_id,lat,lon,2026-06-22 08:00:00,2026-06-22 07:00:00,2026-06-22 06:00:00,2026-06-22 05:00:00,2026-06-22 04:00:00,2026-06-22 03:00:00,2026-06-22 02:00:00,2026-06-22 01:00:00,2026-06-22 00:00:00,2026-06-21 23:00:00,2026-06-21 22:00:00,2026-06-21 21:00:00,2026-06-21 20:00:00,2026-06-21 19:00:00,2026-06-21 18:00:00,2026-06-21 17:00:00,2026-06-21 16:00:00,2026-06-21 15:00:00,2026-06-21 14:00:00,2026-06-21 13:00:00,2026-06-21 12:00:00,2026-06-21 11:00:00,2026-06-21 10:00:00,2026-06-21 09:00:00
0096WD_7_N002,35.440039999987434,-119.13131516955065,0.585278950441536,0.3234962202047239,0.08694743423466264,0.17674379550351635,0.15643546961954025,0.17441210361237858,0.08692159831343108,0.06264384149145612,0.12290716120064701,0.125983444341675,0.031058911067592097,0.0,0.007388040035343614,0.3857468389750374,0.9377460225599263,1.0704793596825282,1.1259862862930103,1.1386900671217235,1.129266156493342,1.1294811113579877,1.1311583793643332,1.1324302817665568,1.1709681753122272,1.187785809878623
3EMIDIO_6_N001,35.02051774,-119.0626791,0.5825324442275301,0.3136889080854521,0.07322830491661579,0.16604853906444308,0.14444123057939742,0.16317659114257052,0.07626189898882788,0.057312136377374645,0.11107169578506354,0.11390492139761021,0.031652759120468256,0.0,0.010767400805268014,0.38543718916575775,0.9375102490676109,1.0709504455794328,1.1267799593077907,1.1399946620387011,1.1317257597693917,1.1320402161068694,1.13274007636871,1.1340527366667263,1.1726697940778776,1.1894703385811158
3EMIDIO_6_N002,35.02051773995017,-119.06256889029795,0.5825324442275301,0.3136889080854521,0.07322830491661579,0.16604853906444308,0.14444123057939742,0.16317659114257052,0.07626189898882788,0.057312136377374645,0.11107169578506354,0.11390492139761021,0.031652759120468256,0.0,0.010767400805268014,0.38543718916575775,0.9375102490676109,1.0709504455794328,1.1267799593077907,1.1399946620387011,1.1317257597693917,1.1320402161068694,1.13274007636871,1.1340527366667263,1.1726697940778776,1.1894703385811158
3EMIDIO_6_N003,35.02042748414004,-119.0626791,0.5825324442275301,0.3136889080854521,0.07322830491661579,0.16604853906444308,0.14444123057939742,0.16317659114257052,0.07626189898882788,0.057312136377374645,0.11107169578506354,0.11390492139761021,0.031652759120468256,0.0,0.010767400805268014,0.38543718916575775,0.9375102490676109,1.0709504455794328,1.1267799593077907,1.1399946620387011,1.1317257597693917,1.1320402161068694,1.13274007636871,1.1340527366667263,1.1726697940778776,1.1894703385811158
4C744C12_7_N002,35.24735999994994,-118.86084971115427,0.5932786701088886,0.3287459034071673,0.09006784618378383,0.17947530193775363,0.1594024147822575,0.17739876091321533,0.09004265417828687,0.06405735756941354,0.1237955715024948,0.12633199515799376,0.03105660155218743,0.0,0.012274162025211026,0.39707896125649494,0.9404653786011393,1.0706705160736563,1.1246582691601268,1.1367200985675774,1.1268114144462784,1.1269134677746693,1.128626010025904,1.1299174858995462,1.1685162654239982,1.1855478605689331
4C744C32_7_N002,35.24735999994994,-118.86107028884572,0.5930216088283069,0.32847187608206724,0.08997633236789676,0.17947530193775363,0.1594024147822575,0.1773157301195874,0.08995088330111914,0.06396327314072077,0.1237955715024948,0.12624408020003472,0.030959175326846944,0.0,0.012173908125784155,0.39689002121526745,0.9404005991584329,1.0706517506001738,1.124687574146113,1.1367779373557083,1.1268833916048413,1.1269882726073186,1.1286987583683088,1.12998997718067,1.1685725618444456,1.1855931033543154
8TH_ST_LNODEBXG,37.64197726998626,-121.00603849646912,0.5744876032083703,0.31605220392246897,0.08382664427442416,0.17527421870155388,0.15253135007899973,0.17206502838406343,0.08626326122819426,0.06352116133535513,0.12707332810255462,0.1290451198219007,0.031947894474934395,0.0,0.0019205430716695447,0.37591831170554985,0.8169095937980937,0.8587776890037314,0.948073332714933,0.9791023389370314,1.0703446625302175,1.0557026676458574,1.0769296012701464,1.0867027183820186,1.0672008142385143,1.037639825529104
8TH_ST_LNODELZF,37.64197726998626,-121.00615270353089,0.5744876032083703,0.31605220392246897,0.08382664427442416,0.17527421870155388,0.15253135007899973,0.17206502838406343,0.08626326122819426,0.06352116133535513,0.12707332810255462,0.1290451198219007,0.031947894474934395,0.0,0.0019205430716695447,0.37591831170554985,0.8169095937980937,0.8587776890037314,0.948073332714933,0.9791023389370314,1.0703446625302175,1.0557026676458574,1.0769296012701464,1.0867027183820186,1.0672008142385143,1.037639825529104
A100US_1_B1,37.62510247,-122.1166769,0.5383530409542787,0.309350848432998,0.10271573771092074,0.19822846655625728,0.17245780596458815,0.18588656584664426,0.10604212550365898,0.07324931060025412,0.13730547002144042,0.1272780622683961,0.031207430524389203,0.0,0.0028417173809885538,0.36519631007228737,0.7688698594381583,0.8293480180963414,0.8993092889966704,0.9483649115445574,1.030064904765604,1.0420757748417708,1.0325513456222064,1.0313385562611055,0.9500898335000032,0.9144006242574696
ACTONSC_6_N001,34.510158,-118.199383,0.5863013790564926,0.3262447155441086,0.0804132987859368,0.17027550671149777,0.15141563274857794,0.17141461057515847,0.07937744476262613,0.05744382305248868,0.12105424281987703,0.12880675708255182,0.03321031114855639,0.0,0.0027500594977205666,0.3821328216271246,0.876212992030661,1.003945434524372,1.0623641941943647,1.0858705690976325,1.0870878847153584,1.0899373221844155,1.0872476638432997,1.0866116448267442,1.0874296416869165,1.0994959342794117
ADLNTO_LNODEDC1BURB,34.55,-117.44,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_LNODEDC1GLEN,34.54999999995084,-117.43989019738174,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_LNODEDC1LADWP,34.549909563045524,-117.43989019750109,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_LNODEDC2BURB,34.54984561454145,-117.43996783961737,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_LNODEDC2GLEN,34.54983032146246,-117.440076060705,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_LNODEDC2LADWP,34.549861644419,-117.44017906687948,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_NDC1,34.549927601755336,-117.44025419088156,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
ADLNTO_NDC2,34.550013072465426,-117.4402900765519,0.573198462726322,0.31938259853585194,0.09072386267076268,0.18014453559056143,0.15574036701745197,0.17324661742597558,0.08983634551277854,0.06736679072161576,0.12825159119877114,0.13343524290803305,0.03204585471272621,0.0,0.0010057336263807422,0.3732604561572651,0.8915217089352244,1.0202688901235375,1.0744689706026538,1.0858677956892608,1.090106226305641,1.092771331051049,1.090222400156873,1.0897929398980324,1.0890126601411858,1.099790784936924
AEC300_1_N001,37.74,-121.48,0.9571190220244493,0.9322665433364166,0.9115709107272318,0.920783905402365,0.9182264943376416,0.9195602109947252,0.9116847078823029,0.9085445113872154,0.9145647858803531,0.0,0.8539287267818304,0.837337616559586,0.8274716632084198,2.4999375015601874e-05,0.0,0.9351236219094523,0.9982165695857603,1.0013945651358716,0.9862253443663909,0.9875003124921877,1.008676808079798,1.009113422164446,0.9875003124921877,0.9863003424914377
AERA12_7_N001,35.952012,-120.860226,0.5731246627091203,0.3167250381010108,0.10350603153903819,0.19799020794790514,0.17337819466886534,0.18856399941127402,0.10915510975570504,0.07951624245167399,0.13300694918124362,0.12567952737338034,0.030462345017643257,0.0,0.008946945562372981,0.3778006023362289,0.9179241714711658,0.9254607597834796,1.0200172080993068,1.0636791992483723,1.1062004020850182,1.1285624906692748,1.1040755025139544,1.094688858889893,1.0690062190767238,1.0187097196219284
AGER_LNODE35,41.8675,-122.46414,0.44412055349022783,0.3237189903585743,0.13173004008233125,0.1794510015298398,0.2188004497042046,0.21856628381038443,0.13473852686203172,0.179530267840865,0.262101653759469,0.26126803638852114,0.29047866283017726,0.0,0.14385217097214842,0.2871663218582137,0.3378498616802873,0.5881867435021442,0.3015980748855262,0.3065016870513196,0.37714811702878165,0.4112957135421208,0.30764047971971437,0.3785884519553677,0.3775371825053967,0.6128464928620687
AGNEW_1_N003,37.51,-121.84,0.4839416035021543,0.3097816917210543,0.10273698792162662,0.19798019705406603,0.17263130307857258,0.18639272238411728,0.10596194340699436,0.07401510529443939,0.1356269524798758,0.12676442110287908,0.031017997729501364,0.0,0.004470798672184443,0.3672835864716898,0.7554492092294862,0.8146080409349883,0.8713062215063865,0.9289556568004984,1.0183760638498327,1.0345998584694551,1.0209911522473085,1.0180263016265667,0.9240951934542246,0.8908261556131541
AGNEW_6_N001,37.39141282968642,-121.96760028543572,0.45992511387629664,0.3084076558193689,0.10195238468320429,0.19763475485728407,0.17232833266060457,0.1859907609703561,0.10563892213965465,0.07363504642820663,0.13552965246531162,0.12609574633726425,0.030551227721849303,0.0,0.004198522112282707,0.36566439988456173,0.7519123184747866,0.8134556013848628,0.8655198540955302,0.9207998167268486,1.016273921956183,1.0347284274707411,1.0211294703822456,1.0161888804370787,0.9197081613081418,0.886036182563067
AGNEW_6_N002,37.39141282968642,-121.96771400856429,0.45992511387629664,0.3084076558193689,0.10195238468320429,0.19763475485728407,0.17232833266060457,0.1859907609703561,0.10563892213965465,0.07363504642820663,0.13552965246531162,0.12609574633726425,0.030551227721849303,0.0,0.004198522112282707,0.36566439988456173,0.7519123184747866,0.8134556013848628,0.8655198540955302,0.9207998167268486,1.016273921956183,1.0347284274707411,1.0211294703822456,1.0161888804370787,0.9197081613081418,0.886036182563067
AIRPROD_1_N001,36.65,-119.54,0.5727961249684563,0.31360549208176314,0.09685360406521347,0.18955693721451605,0.16565210277788078,0.17953003595657788,0.09769081779975386,0.06968814859800113,0.11216899364690662,0.11519617296770221,0.02502943861302358,0.0,0.011480491861178428,0.344813321000754,1.035382049038389,1.0732815375086122,1.1639020462451557,1.176420673053289,1.1930608317331484,1.1920766455182594,1.1934132631697298,1.1944834144202945,1.2728996611565853,1.2469941858896838
AIRWAYS_1_N001,36.77840245723695,-119.6739507,0.5681800907742387,0.3107260982731552,0.1023867876520056,0.19164015267628964,0.16746221221561325,0.1805772625481518,0.1015323500883631,0.07105975928769857,0.11408440282742059,0.11650375726020246,0.025515594555156368,0.0,0.011366158836293749,0.3418749405417159,0.9987494255511815,1.0394420459790596,1.1352097738596971,1.1574399993557112,1.190329427836393,1.1890869069964218,1.1906430152308842,1.1919026499896563,1.26235536851049,1.2394388245355208
AIRWAYS_1_N004,36.77832158136724,-119.67389240268692,0.5717936097956061,0.3140247123911074,0.10225667285007693,0.19257001890160855,0.16842510272149538,0.18177519509617332,0.1011370330222219,0.07158843033824876,0.11351230336341203,0.11618478148199558,0.02562421614545226,0.0,0.010850040295488484,0.3429717063175445,1.0001508414114642,1.03958620762354,1.1345151502754425,1.1570474939619513,1.189000021835612,1.1877365681495724,1.1892758533018333,1.1905531111103862,1.2647839014817346,1.238134666493655
AIRWAYS_1_N018,36.77832158136724,-119.67400899731308,0.5681800907742387,0.3107260982731552,0.1023867876520056,0.19164015267628964,0.16746221221561325,0.1805772625481518,0.1015323500883631,0.07105975928769857,0.11408440282742059,0.11650375726020246,0.025515594555156368,0.0,0.011366158836293749,0.3418749405417159,0.9987494255511815,1.0394420459790596,1.1352097738596971,1.1574399993557112,1.190329427836393,1.1890869069964218,1.1906430152308842,1.1919026499896563,1.26235536851049,1.2394388245355208
ALAMITOS_2_N001,33.771584,-118.100596,0.5800432304889914,0.32170822975325813,0.07581996621596185,0.1634620100853839,0.14418320509257135,0.16568607834481572,0.07440818893109519,0.05634885847166283,0.11852960281566513,0.1250800937067173,0.03163003961021438,0.0005867699340227748,0.0,0.3740950287013803,0.8926140950909857,1.020468954005386,1.0745511832847647,1.0854729934012388,1.0883629845490839,1.091622010126907,1.088762642089285,1.0880243137114458,1.0877570102917007,1.0987592709519816
ALAMITOS_2_N040,33.77,-118.1,0.5800432304889914,0.32170822975325813,0.07581996621596185,0.1634620100853839,0.14418320509257135,0.16568607834481572,0.07440818893109519,0.05634885847166283,0.11852960281566513,0.1250800937067173,0.03163003961021438,0.0005867699340227748,0.0,0.3740950287013803,0.8926140950909857,1.020468954005386,1.0745511832847647,1.0854729934012388,1.0883629845490839,1.091622010126907,1.088762642089285,1.0880243137114458,1.0877570102917007,1.0987592709519816
ALAMT1G_7_N002,33.77143038978412,-118.10056429476926,0.5800432304889914,0.32170822975325813,0.07581996621596185,0.1634620100853839,0.14418320509257135,0.16568607834481572,0.07440818893109519,0.05634885847166283,0.11852960281566513,0.1250800937067173,0.03163003961021438,0.0005867699340227748,0.0,0.3740950287013803,0.8926140950909857,1.020468954005386,1.0745511832847647,1.0854729934012388,1.0883629845490839,1.091622010126907,1.088762642089285,1.0880243137114458,1.0877570102917007,1.0987592709519816
ALAMT2G_7_N002,33.77144633917227,-118.10077253262284,0.5800432304889914,0.32170822975325813,0.07581996621596185,0.1634620100853839,0.14418320509257135,0.16568607834481572,0.07440818893109519,0.05634885847166283,0.11852960281566513,0.1250800937067173,0.03163003961021438,0.0005867699340227748,0.0,0.3740950287013803,0.8926140950909857,1.020468954005386,1.0745511832847647,1.0854729934012388,1.0883629845490839,1.091622010126907,1.088762642089285,1.0880243137114458,1.0877570102917007,1.0987592709519816
ALAMT3G_7_N002,33.77151196531008,-118.10084659342048,0.5800432304889914,0.32170822975325813,0.07581996621596185,0.1634620100853839,0.14418320509257135,0.16568607834481572,0.07440818893109519,0.05634885847166283,0.11852960281566513,0.1250800937067173,0.03163003961021438,0.0005867699340227748,0.0,0.3740950287013803,0.8926140950909857,1.020468954005386,1.0745511832847647,1.0854729934012388,1.0883629845490839,1.091622010126907,1.088762642089285,1.0880243137114458,1.0877570102917007,1.0987592709519816
ALAMT4G_7_N002,33.771597006833865,-118.1008819712055,0.5800432304889914,0.32170822975325813,0.07581996621596185,0.1634620100853839,0.14418320509257135,0.16568607834481572,0.07440818893109519,0.05634885847166283,0.11852960281566513,0.1250800937067173,0.03163003961021438,0.0005867699340227748,0.0,0.3740950287013803,0.8926140950909857,1.020468954005386,1.0745511832847647,1.0854729934012388,1.0883629845490839,1.091622010126907,1.088762642089285,1.0880243137114458,1.0877570102917007,1.0987592709519816
